ts,step,q_ref_w,q_ref_x,q_ref_y,q_ref_z,q_body_w,q_body_x,q_body_y,q_body_z,w_x,w_y,w_z,bias_x,bias_y,bias_z,u_x,u_y,u_z,saturate,torque_sat
2025-09-05T18:01:58.767742,38993,0.9249090598573126,0.0,0.0,0.3801884151231624,0.16118182804374612,0.0,0.0,-0.9869247277824567,0.0,0.0,-2.0210613382899343,0.0,0.0,0.0,0.0,0.0,0.05,False,0.05
2025-09-05T18:01:58.768709,44418,0.9028257815009836,0.0,0.0,0.430006521179782,0.2492603427468484,0.0,0.0,-0.9684365139407557,0.0,0.0,3.5208194230140677,0.0,0.0,0.0,0.0,0.0,0.05,False,0.05
2025-09-05T18:01:58.768978,28467,0.959661652657401,0.0,0.0,0.28115745129529457,0.4502955669136559,-0.5174919714840156,-0.2209077430491432,-0.6932789704934297,1.8026702280423208,1.6312934026057424,1.8717428492263262,0.03,0.03,0.03,-0.02,-0.02,-0.02,True,0.02
2025-09-05T18:01:58.788715,38994,0.9249090598573126,0.0,0.0,0.3801884151231624,0.1461531913464065,0.0,0.0,-0.989261969682076,0.0,0.0,-1.5210613382899343,0.0,0.0,0.0,0.0,0.0,0.05,False,0.05
2025-09-05T18:01:58.789803,28468,0.959661652657401,0.0,0.0,0.28115745129529457,0.47316561645667177,-0.5038586793902198,-0.21684218744235417,-0.689362166318646,1.6026702280423208,1.4312934026057424,1.6717428492263262,0.03,0.03,0.03,-0.02,-0.02,-0.02,True,0.02
2025-09-05T18:01:58.790799,44419,0.9028257815009836,0.0,0.0,0.430006521179782,0.2879667424503818,0.0,0.0,-0.9576404101971239,0.0,0.0,4.020819423014068,0.0,0.0,0.0,0.0,0.0,0.05,False,0.05
2025-09-05T18:01:58.809805,38995,0.9249090598573126,0.0,0.0,0.3801884151231624,0.136045128221407,0.0,0.0,-0.9907026411023749,0.0,0.0,-1.0210613382899343,0.0,0.0,0.0,0.0,0.0,0.05,False,0.05
2025-09-05T18:01:58.810696,44420,0.9028257815009836,0.0,0.0,0.430006521179782,0.3309219427644522,0.0,0.0,-0.943658130785191,0.0,0.0,4.520819423014068,0.0,0.0,0.0,0.0,0.0,0.05,False,0.05
2025-09-05T18:01:58.811112,28469,0.959661652657401,0.0,0.0,0.28115745129529457,0.49290947681353386,-0.49178611468843686,-0.21320988524701562,-0.6853672080717127,1.4026702280423209,1.2312934026057425,1.4717428492263263,0.03,0.03,0.03,-0.02,-0.02,-0.02,True,0.02
2025-09-05T18:01:58.830840,38996,0.9249090598573126,0.0,0.0,0.3801884151231624,0.13088118304901963,0.0,0.0,-0.9913980612870336,0.0,0.0,-0.5210613382899343,0.0,0.0,0.0,0.0,0.0,0.05,False,0.05
2025-09-05T18:01:58.831721,44421,0.9028257815009836,0.0,0.0,0.430006521179782,0.377825390247759,0.0,0.0,-0.925876867884779,0.0,0.0,5.020819423014068,0.0,0.0,0.0,0.0,0.0,0.05,False,0.05
2025-09-05T18:01:58.831966,28470,0.959661652657401,0.0,0.0,0.28115745129529457,0.5096338099123309,-0.481402039265297,-0.2100716478634237,-0.6814655964532629,1.202670228042321,1.0312934026057425,1.2717428492263263,0.03,0.03,0.03,-0.02,-0.02,-0.02,True,0.02
2025-09-05T18:01:58.851830,38997,0.9249090598573126,0.0,0.0,0.3801884151231624,0.13067237845134969,0.0,0.0,-0.9914256046269267,0.0,0.0,-0.021061338289934284,0.0,0.0,0.0,0.0,0.0,0.05,False,0.05
2025-09-05T18:01:58.852755,28471,0.959661652657401,0.0,0.0,0.28115745129529457,0.5234361011363521,-0.47281128879184625,-0.2074790442458993,-0.6778027584902382,1.002670228042321,0.8312934026057426,1.0717428492263263,0.03,0.03,0.03,-0.02,-0.02,-0.02,True,0.02
2025-09-05T18:01:58.853951,44422,0.9028257815009836,0.0,0.0,0.430006521179782,0.4282891759315692,0.0,0.0,-0.9036417330888705,0.0,0.0,5.520819423014068,0.0,0.0,0.0,0.0,0.0,0.05,False,0.05
2025-09-05T18:01:58.872855,38998,0.9249090598573126,0.0,0.0,0.3801884151231624,0.13541914584554524,0.0,0.0,-0.9907884006882919,0.0,0.0,0.4789386617100657,0.0,0.0,0.0,0.0,0.0,0.05,False,0.05
2025-09-05T18:01:58.873798,44423,0.9028257815009836,0.0,0.0,0.430006521179782,0.48154132639906994,0.0,0.0,-0.8764233856817287,0.0,0.0,5.988528286897109,0.0,0.0,0.0,0.0,0.0,0.04677088638830418,False,0.05
2025-09-05T18:01:58.874059,28472,0.959661652657401,0.0,0.0,0.28115745129529457,0.5344015478294888,-0.4660975717861644,-0.20547492889414656,-0.6744984009235554,0.802670228042321,0.6312934026057426,0.8717428492263264,0.03,0.03,0.03,-0.02,-0.02,-0.02,True,0.02
2025-09-05T18:01:58.893908,38999,0.9249090598573126,0.0,0.0,0.3801884151231624,0.14511140355763036,0.0,0.0,-0.9894153225807323,0.0,0.0,0.9789386617100657,0.0,0.0,0.0,0.0,0.0,0.05,False,0.05
2025-09-05T18:01:58.895206,28473,0.959661652657401,0.0,0.0,0.28115745129529457,0.5426005317847179,-0.461325012424201,-0.20409390504358738,-0.6716469115114067,0.6026702280423211,0.4312934026057426,0.6717428492263264,0.03,0.03,0.03,-0.02,-0.02,-0.02,True,0.02
2025-09-05T18:01:58.896081,44424,0.9028257815009836,0.0,0.0,0.430006521179782,0.5288481212870458,0.0,0.0,-0.848716480699628,0.0,0.0,5.488528286897109,0.0,0.0,0.0,-0.0,-0.0,-0.05,False,0.05
